kode,nama,program_kode,anggaran,satuan_kerja,satuan_kerja_id
2.16.01.1.06,Administrasi Umum Perangkat Daerah,2.16.01,1864011390,Dinas Komunikasi dan Informatika,1022
3.30.06.1.03,Pelaksanaan Pengawasan Barang Beredar dan/atau Jasa di Seluruh Daerah Kabupaten/Kota,3.30.06,781252480,Dinas Perindustrian dan Perdagangan,1015
3.28.03.1.05,Pelaksanaan Perlindungan Hutan di Hutan Lindung dan Hutan Produksi,3.28.03,250000000,Dinas Kehutanan,1019
2.11.07.1.01,"Pengakuan MHA dan Kearifan Lokal, Pengetahuan Tradisional dan Hak MHA yang terkait dengan PPLH",2.11.07,111330000,Dinas Lingkungan Hidup,1034
1.06.01.1.02,Administrasi Keuangan Perangkat Daerah,1.06.01,75816477347,Dinas Sosial,1006
2.09.04.1.01,Penyusunan Peta Kerentanan dan Ketahanan Pangan kewenangan Provinsi,2.09.04,50000000,Dinas Ketahanan Pangan dan Peternakan,1017
2.12.02.1.02,Penyelenggaraan Pendaftaran Kependudukan,2.12.02,103181875,Dinas Kependudukan dan Pencatatan Sipil,1023
1.03.08.1.01,Penetapan dan Penyelenggaraan Bangunan Gedung untuk Kepentingan Strategis Daerah Provinsi,1.03.08,371187147675,Dinas Bina Marga dan Penataan Ruang,1010
3.27.01.1.07,Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah,3.27.01,252577500,Dinas Tanaman Pangan dan Hortikultura,1016
2.09.05.1.01,Pelaksanaan Pengawasan Keamanan Pangan Segar Distribusi Lintas Daerah Kabupaten/Kota,2.09.05,2648845160,Dinas Ketahanan Pangan dan Peternakan,1017
2.17.01.1.07,Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah,2.17.01,1247369154,Dinas Koperasi dan Usaha Kecil,1014
4.01.03.1.03,Fasilitasi Kerjasama Daerah,4.01.03,24366028561,Sekretariat Daerah,1001
1.05.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,1.05.01,644362844,Satuan Polisi dan Pamong Praja,1027
3.25.03.1.01,Pengelolaan Penangkapan Ikan di Wilayah Laut Sampai Dengan 12 Mil,3.25.03,3694872956,Dinas Kelautan dan Perikanan,1018
2.16.03.1.02,Pengelolaan e-government di Lingkup Pemerintah Daerah Provinsi,2.16.03,106190799005,Dinas Komunikasi dan Informatika,1022
2.19.02.1.02,Pemberdayaan dan Pengembangan Organisasi Kepemudaan Tingkat Daerah Provinsi,2.19.02,7400000000,Dinas Pemuda dan Olahraga,1021
3.27.01.1.02,Administrasi Keuangan Perangkat Daerah,3.27.01,125365347182,Dinas Tanaman Pangan dan Hortikultura,1016
2.19.03.1.01,Pembinaan dan Pengembangan Olahraga Pendidikan pada Jenjang Pendidikan yang Menjadi Kewenangan Daerah Provinsi,2.19.03,6095200000,Dinas Pemuda dan Olahraga,1021
5.01.03.1.02,Koordinasi Perencanaan Bidang Perekonomian dan SDA (Sumber Daya Alam),5.01.03,2775077600,Badan Perencanaan Pembangunan Daerah,1026
1.03.01.1.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,1.03.01,7745480844,Dinas Sumber Daya Air,1011
2.13.01.1.05,Administrasi Kepegawaian Perangkat Daerah,2.13.01,123440000,Dinas Pemberdayaan Masyarakat dan Desa,1042
4.01.06.1.02,Pengelolaan Kebijakan dan Koordinasi Sumber Daya Alam,4.01.06,1000000000,Sekretariat Daerah,1001
3.27.01.1.02,Administrasi Keuangan Perangkat Daerah,3.27.01,30804265523,Dinas Perkebunan,1020
1.05.01.1.02,Administrasi Keuangan Perangkat Daerah,1.05.01,20775987828,Satuan Polisi dan Pamong Praja,1027
1.01.02.1.03,Pengelolaan Pendidikan Khusus,1.01.02,165253520727,Dinas Pendidikan,1003
1.05.01.1.07,Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah,1.05.01,66122870,Badan Penanggulangan Bencana Daerah,1080
4.02.02.1.03,Pengawasan Penyelenggaraan Pemerintahan,4.02.02,42138551815,Sekretariat Dewan Perwakilan Rakyat Daerah,1002
2.15.01.1.06,Administrasi Umum Perangkat Daerah,2.15.01,6211066291,Dinas Perhubungan,1008
2.23.01.1.02,Administrasi Keuangan Perangkat Daerah,2.23.01,35752649726,Dinas Perpustakaan dan Kearsipan,1040
1.03.01.1.02,Administrasi Keuangan Perangkat Daerah,1.03.01,102622610665,Dinas Bina Marga dan Penataan Ruang,1010
2.08.03.1.01,Pencegahan Kekerasan terhadap Perempuan yang melibatkan para Pihak Lingkup Daerah Provinsi dan Lintas Daerah Kabupaten/Kota,2.08.03,356858650,"Dinas Pemberdayaan Perempuan, Perlindungan Anak, dan Keluarga Berencana",1041
1.01.02.1.02,Pengelolaan Pendidikan Sekolah Menengah Kejuruan,1.01.02,2582050253730,Dinas Pendidikan,1003
1.02.05.1.02,Pelaksanaan Komunikasi Informasi dan Edukasi (KIE) Perilaku Hidup Bersih dan Sehat dalam rangka Promotif Preventif Tingkat Daerah Provinsi,1.02.05,3011572180,Dinas Kesehatan,1004
2.15.03.1.08,Penetapan Rencana Induk dan Daerah Lingkungan Kerja (DLKR)/Daerah Lingkungan Kepentingan (DLKP) Pelabuhan Pengumpan Regional,2.15.03,0,Dinas Perhubungan,1008
6.01.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,6.01.01,2834818500,Inspektorat,1025
3.27.01.1.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,3.27.01,3666077288,Dinas Perkebunan,1020
1.02.03.1.01,Perencanaan Kebutuhan Sumber Daya Manusia Kesehatan untuk UKM dan UKP Provinsi,1.02.03,181697185422,Dinas Kesehatan,1004
3.31.01.1.02,Administrasi Keuangan Perangkat Daerah,3.31.01,50766316740,Dinas Perindustrian dan Perdagangan,1015
5.02.01.1.02,Administrasi Keuangan Perangkat Daerah,5.02.01,70575642769,Badan Pengelolaan Keuangan dan Aset Daerah,1024
1.03.01.1.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,1.03.01,5165691673,Dinas Bina Marga dan Penataan Ruang,1010
5.02.01.1.06,Administrasi Umum Perangkat Daerah,5.02.01,7779490736,Badan Pengelolaan Keuangan dan Aset Daerah,1024
1.03.08.1.01,Penetapan dan Penyelenggaraan Bangunan Gedung untuk Kepentingan Strategis Daerah Provinsi,1.03.08,88686688890,Dinas Perumahan dan Permukiman,1012
3.30.01.1.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,3.30.01,1275916863,Dinas Perindustrian dan Perdagangan,1015
2.11.11.1.01,Penanganan Sampah di TPA/TPST Regional,2.11.11,58409333925,Dinas Lingkungan Hidup,1034
1.02.05.1.01,"Advokasi, Pemberdayaan, Kemitraan, Peningkatan Peran Serta Masyarakat dan Lintas Sektor Tingkat Daerah Provinsi",1.02.05,192082852,Dinas Kesehatan,1004
3.30.05.1.01,Penyelenggaraan Promosi Dagang melalui Pameran Dagang dan Misi Dagang bagi Produk Ekspor Unggulan yang terdapat pada lebih dari 1 (satu) Daerah Kabupaten/Kota dalam Provinsi,3.30.05,1468484836,Dinas Perindustrian dan Perdagangan,1015
2.08.01.1.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,2.08.01,1195508302,"Dinas Pemberdayaan Perempuan, Perlindungan Anak, dan Keluarga Berencana",1041
3.30.02.1.04,Penerbitan Surat Keterangan Asal (SKA) Bagi Daerah Provinsi yang Telah Ditetapkan Sebagai Instansi Penerbit SKA dan Angka Pengenal Importir (API),3.30.02,278557730,Dinas Perindustrian dan Perdagangan,1015
2.15.02.1.02,Penyediaan Perlengkapan Jalan di Jalan Provinsi,2.15.02,3937210234,Dinas Perhubungan,1008
2.08.05.1.01,"Pengumpulan, Pengolahan Analisis dan Penyajian Data Gender dan Anak dalam Kelembagaan Data di Tingkat Daerah Provinsi",2.08.05,478000000,"Dinas Pemberdayaan Perempuan, Perlindungan Anak, dan Keluarga Berencana",1041
1.01.04.1.01,Pemindahan Pendidik dan Tenaga Kependidikan Lintas Kabupaten/Kota dalam 1 (satu) Provinsi,1.01.04,5725000000,Dinas Pendidikan,1003
3.25.03.1.06,Penetapan Lokasi Pembangunan serta Pengelolaan Pelabuhan Perikanan Provinsi,3.25.03,14122638000,Dinas Kelautan dan Perikanan,1018
3.28.03.1.01,Pengelolaan Rencana Tata Hutan Kesatuan Pengelolaan Hutan (KPH) Kewenangan Provinsi,3.28.03,225000000,Dinas Kehutanan,1019
4.01.02.1.01,Fasilitasi Kelembagaan dan Analisis Jabatan,4.01.02,1033097250,Sekretariat Daerah,1001
2.17.01.1.05,Administrasi Kepegawaian Perangkat Daerah,2.17.01,103960000,Dinas Koperasi dan Usaha Kecil,1014
1.02.01.1.06,Administrasi Umum Perangkat Daerah,1.02.01,15884583169,Dinas Kesehatan,1004
2.07.05.1.03,"Penetapan Upah Minimum Provinsi (UMP), Upah Minimum Sektoral Provinsi (UMSP), Upah Minimum Kabupaten/Kota (UMK), dan Upah Minimum Sektoral Kabupaten/Kota (UMSK)",2.07.05,828964170,Dinas Tenaga Kerja dan Transmigrasi,1007
1.03.05.1.01,Pengelolaan dan Pengembangan Sistem Air Limbah Domestik Regional,1.03.05,890000000,Dinas Perumahan dan Permukiman,1012
3.29.01.1.05,Administrasi Kepegawaian Perangkat Daerah,3.29.01,155000000,Dinas Energi dan Sumber Daya Mineral,1013
2.19.03.1.04,Pembinaan dan Pengembangan Organisasi Olahraga,2.19.03,24550000000,Dinas Pemuda dan Olahraga,1021
3.26.05.1.01,Pelaksanaan Peningkatan Kapasitas Sumber Daya Manusia Pariwisata dan Ekonomi Kreatif Tingkat Lanjutan,3.26.05,10499334009,Dinas Pariwisata dan Kebudayaan,1009
4.02.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,4.02.01,18395503554,Sekretariat Dewan Perwakilan Rakyat Daerah,1002
2.19.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,2.19.01,7971718496,Dinas Pemuda dan Olahraga,1021
1.01.01.1.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,1.01.01,10346450655,Dinas Pendidikan,1003
4.02.02.1.05,Penyerapan dan Penghimpunan Aspirasi Masyarakat,4.02.02,56199866640,Sekretariat Dewan Perwakilan Rakyat Daerah,1002
3.29.02.1.01,Penetapan Zona Konservasi Air Tanah pada Cekungan Air Tanah dalam Daerah Provinsi,3.29.02,503979176,Dinas Energi dan Sumber Daya Mineral,1013
1.04.01.1.02,Administrasi Keuangan Perangkat Daerah,1.04.01,31477979284,Dinas Perumahan dan Permukiman,1012
1.03.01.1.06,Administrasi Umum Perangkat Daerah,1.03.01,2942159309,Dinas Bina Marga dan Penataan Ruang,1010
2.22.01.1.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,2.22.01,110450000,Dinas Pariwisata dan Kebudayaan,1009
5.01.01.1.06,Administrasi Umum Perangkat Daerah,5.01.01,5960132322,Badan Perencanaan Pembangunan Daerah,1026
2.14.02.1.01,Pemaduan dan Sinkronisasi Kebijakan Pemerintah Pusat dengan Pemerintah Daerah Provinsi dalam rangka Pengendalian Kuantitas Penduduk,2.14.02,10375000000,"Dinas Pemberdayaan Perempuan, Perlindungan Anak, dan Keluarga Berencana",1041
2.07.05.1.02,"Pencegahan dan Penyelesaian Perselisihan Hubungan Industrial, Mogok Kerja, dan Penutupan Perusahaan yang Berakibat/Berdampak pada Kepentingan di 1 (satu) Daerah Provinsi",2.07.05,1078818440,Dinas Tenaga Kerja dan Transmigrasi,1007
2.15.01.1.05,Administrasi Kepegawaian Perangkat Daerah,2.15.01,46950000,Badan Penghubung,1043
1.06.02.1.01,Penerbitan Izin Pengumpulan Sumbangan Lintas Daerah Kabupaten/Kota dalam 1 (satu) Daerah Provinsi,1.06.02,47148415,Dinas Sosial,1006
3.25.06.1.01,Penerbitan Izin Usaha Pemasaran dan Pengolahan Hasil Perikanan Lintas Daerah Kabupaten/Kota dalam 1 (satu) Daerah Provinsi,3.25.06,163627500,Dinas Kelautan dan Perikanan,1018
2.18.01.1.05,Administrasi Kepegawaian Perangkat Daerah,2.18.01,0,Dinas Penanaman Modal dan Pelayanan Terpadu Satu Pintu,1046
2.23.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,2.23.01,6162377400,Dinas Perpustakaan dan Kearsipan,1040
2.08.07.1.01,Pencegahan Kekerasan terhadap Anak yang Melibatkan para Pihak Lingkup Daerah Provinsi dan Lintas Daerah Kabupaten/Kota,2.08.07,100000000,"Dinas Pemberdayaan Perempuan, Perlindungan Anak, dan Keluarga Berencana",1041
3.30.06.1.01,Pelaksanaan Perlindungan Konsumen di Seluruh Daerah Kabupaten/Kota,3.30.06,5095526030,Dinas Perindustrian dan Perdagangan,1015
5.04.01.1.02,Administrasi Keuangan Perangkat Daerah,5.04.01,34976114798,Badan Pengembangan Sumber Daya Manusia,1031
2.22.05.1.01,Penetapan Cagar Budaya Peringkat Provinsi,2.22.05,442500000,Dinas Pariwisata dan Kebudayaan,1009
2.16.01.1.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,2.16.01,1524204550,Dinas Komunikasi dan Informatika,1022
3.25.01.1.07,Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah,3.25.01,694344557,Dinas Kelautan dan Perikanan,1018
1.03.12.1.02,Koordinasi dan Sinkronisasi Perencanaan Tata Ruang,1.03.12,863847334,Dinas Bina Marga dan Penataan Ruang,1010
2.11.02.1.01,Rencana Perlindungan dan Pengelolaan Lingkungan Hidup (RPPLH) Provinsi,2.11.02,570303680,Dinas Lingkungan Hidup,1034
1.04.05.1.01,Urusan Penyelenggaraan PSU Permukiman,1.04.05,3247000000,Dinas Perumahan dan Permukiman,1012
1.03.01.1.07,Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah,1.03.01,486321454,Dinas Sumber Daya Air,1011
8.01.01.1.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,8.01.01,2109772600,Badan Kesatuan Bangsa dan Politik,1035
1.04.01.1.07,Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah,1.04.01,708652676,Dinas Perumahan dan Permukiman,1012
1.02.04.1.01,Penerbitan Pengakuan Pedagang Besar Farmasi (PBF) Cabang dan Cabang Penyalur Alat Kesehatan (PAK),1.02.04,106918019,Dinas Kesehatan,1004
4.01.04.1.01,Fasilitasi Pembinaan Mental Spiritual,4.01.04,218408956174,Sekretariat Daerah,1001
1.03.12.1.04,Koordinasi dan Sinkronisasi Pengendalian Pemanfataan Ruang Daerah Provinsi,1.03.12,3121991056,Dinas Bina Marga dan Penataan Ruang,1010
3.26.01.1.05,Administrasi Kepegawaian Perangkat Daerah,3.26.01,211000000,Dinas Pariwisata dan Kebudayaan,1009
2.08.02.1.03,Penguatan dan Pengembangan Lembaga Penyedia Layanan Pemberdayaan Perempuan Kewenangan Provinsi,2.08.02,570550000,"Dinas Pemberdayaan Perempuan, Perlindungan Anak, dan Keluarga Berencana",1041
3.27.01.1.06,Administrasi Umum Perangkat Daerah,3.27.01,5007067422,Dinas Perkebunan,1020
2.07.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,2.07.01,10416141819,Dinas Tenaga Kerja dan Transmigrasi,1007
3.31.01.1.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,3.31.01,3316170454,Dinas Perindustrian dan Perdagangan,1015
2.16.01.1.05,Administrasi Kepegawaian Perangkat Daerah,2.16.01,100000000,Dinas Komunikasi dan Informatika,1022
2.18.04.1.02,Penanaman Modal yang Menurut Ketentuan Peraturan Perundangan-Undangan Menjadi Kewenangan Daerah Provinsi,2.18.04,600000000,Dinas Penanaman Modal dan Pelayanan Terpadu Satu Pintu,1046
