kode,nama,anggaran,kegiatan_kode,satuan_kerja,satuan_kerja_id
1.01.02.1.01.01,Pembangunan USB (Unit Sekolah Baru),6712521000,1.01.02.1.01,Dinas Pendidikan,1003
1.01.02.1.01.02,Penambahan Ruang Kelas Baru,40599817864,1.01.02.1.01,Dinas Pendidikan,1003
1.01.02.1.01.12,Pembangunan Ruang Serba Guna/Aula,0,1.01.02.1.01,Dinas Pendidikan,1003
1.01.02.1.01.14,"Pembangunan Sarana, Prasarana dan Utilitas Sekolah",0,1.01.02.1.01,Dinas Pendidikan,1003
1.01.02.1.01.36,Pengadaan Mebel Sekolah,0,1.01.02.1.01,Dinas Pendidikan,1003
1.01.02.1.01.38,Pengadaan Perlengkapan Sekolah,222196678000,1.01.02.1.01,Dinas Pendidikan,1003
1.01.02.1.01.41,Pengadaaan Alat Praktik dan Peraga Peserta Didik,0,1.01.02.1.01,Dinas Pendidikan,1003
1.01.02.1.01.45,Penyediaan Biaya Personil Peserta Didik Sekolah Menengah Atas,1505163671169,1.01.02.1.01,Dinas Pendidikan,1003
1.01.02.1.01.46,Pengadaaan Alat Praktik dan Peraga Siswa,20483619800,1.01.02.1.01,Dinas Pendidikan,1003
1.01.02.1.01.47,Penyelenggaraan Proses Belajar dan Ujian bagi Peserta Didik,3075600000,1.01.02.1.01,Dinas Pendidikan,1003
1.01.02.1.01.48,Penyiapan dan Tindak Lanjut Evaluasi Satuan Pendidikan Menengah Atas,12966650025,1.01.02.1.01,Dinas Pendidikan,1003
1.01.02.1.01.49,"Pembinaan Minat, Bakat dan Kreativitas Siswa",6029975000,1.01.02.1.01,Dinas Pendidikan,1003
1.01.02.1.01.50,Penyediaan Pendidik dan Tenaga Kependidikan bagi Satuan Pendidikan Sekolah Menengah Atas,0,1.01.02.1.01,Dinas Pendidikan,1003
1.01.02.1.01.51,Pengembangan Karir Pendidik dan Tenaga Kependidikan Pada Satuan Pendidikan Sekolah Menengah Atas,0,1.01.02.1.01,Dinas Pendidikan,1003
1.01.02.1.01.52,Pembinaan Kelembagaan dan Manajemen Sekolah Menengah Atas,1871949890,1.01.02.1.01,Dinas Pendidikan,1003
1.01.02.1.01.53,Pengelolaan Dana BOS Sekolah Menengah Atas,1270793960000,1.01.02.1.01,Dinas Pendidikan,1003
1.01.02.1.02.01,Pembangunan USB (Unit Sekolah Baru),5617000000,1.01.02.1.02,Dinas Pendidikan,1003
1.01.02.1.02.02,Penambahan Ruang Kelas Sekolah,9050000000,1.01.02.1.02,Dinas Pendidikan,1003
1.01.02.1.02.30,Pengadaan Perlengkapan Sekolah,220339556000,1.01.02.1.02,Dinas Pendidikan,1003
1.01.02.1.02.37,Penyediaan Biaya Personil Peserta Didik Sekolah Menengah Kejuruan,456273000000,1.01.02.1.02,Dinas Pendidikan,1003
1.01.02.1.02.38,Pengadaaan Alat Praktik dan Peraga Siswa,37500000000,1.01.02.1.02,Dinas Pendidikan,1003
1.01.02.1.02.40,Penyiapan dan Tindak Lanjut Evaluasi Satuan Pendidikan Menengah Kejuruan,0,1.01.02.1.02,Dinas Pendidikan,1003
1.01.02.1.02.41,"Pembinaan Minat, Bakat dan Kreativitas Siswa",2216232620,1.01.02.1.02,Dinas Pendidikan,1003
1.01.02.1.02.42,Penyediaan Pendidik dan Tenaga Kependidikan bagi Satuan Pendidikan Sekolah Menengah Kejuruan,0,1.01.02.1.02,Dinas Pendidikan,1003
1.01.02.1.02.43,Pengembangan Karir Pendidik dan Tenaga Kependidikan Pada Satuan Pendidikan Sekolah Menengah Kejuruan,0,1.01.02.1.02,Dinas Pendidikan,1003
1.01.02.1.02.45,Pembinaan Kelembagaan dan Manajemen Sekolah Menengah Kejuruan,2300375110,1.01.02.1.02,Dinas Pendidikan,1003
1.01.02.1.02.46,Pengelolaan Dana BOS Sekolah Menengah Kejuruan,800000000,1.01.02.1.02,Dinas Pendidikan,1003
1.01.02.1.02.47,Peningkatan Kapasitas Pengelolaan Dana BOS Sekolah Menengah Kejuruan,1847954090000,1.01.02.1.02,Dinas Pendidikan,1003
1.01.02.1.03.01,Pembangunan Unit Sekolah Baru (USB),0,1.01.02.1.03,Dinas Pendidikan,1003
1.01.02.1.03.02,Penambahan Ruang Kelas Sekolah,0,1.01.02.1.03,Dinas Pendidikan,1003
1.01.02.1.03.18,Rehabilitasi Ruang Kelas Sekolah,0,1.01.02.1.03,Dinas Pendidikan,1003
1.01.02.1.03.35,Pengadaan Mebel Sekolah,208002000,1.01.02.1.03,Dinas Pendidikan,1003
1.01.02.1.03.37,Pengadaan Perlengkapan Sekolah,18737594000,1.01.02.1.03,Dinas Pendidikan,1003
1.01.02.1.03.40,Pengadaaan Alat Praktik dan Peraga Peserta Didik,0,1.01.02.1.03,Dinas Pendidikan,1003
1.01.02.1.03.44,Penyediaan Biaya Personil Peserta Didik Pendidikan Khusus,26002350000,1.01.02.1.03,Dinas Pendidikan,1003
1.01.02.1.03.45,Pengadaan Alat Praktik dan Peraga Siswa,570000000,1.01.02.1.03,Dinas Pendidikan,1003
1.01.02.1.03.46,Penyelenggaraan Proses Belajar dan Ujian bagi Peserta Didik,549000000,1.01.02.1.03,Dinas Pendidikan,1003
1.01.02.1.03.47,Penyiapan dan Tindak Lanjut Evaluasi Satuan Pendidikan Khusus,0,1.01.02.1.03,Dinas Pendidikan,1003
1.01.02.1.03.48,"Pembinaan Minat, Bakat dan Kreativitas Siswa",10837391727,1.01.02.1.03,Dinas Pendidikan,1003
1.01.02.1.03.49,Penyediaan Pendidik dan Tenaga Kependidikan bagi Satuan Pendidikan Khusus,0,1.01.02.1.03,Dinas Pendidikan,1003
1.01.02.1.03.50,Pengembangan Karir Pendidik dan Tenaga Kependidikan pada Satuan Pendidikan Khusus,0,1.01.02.1.03,Dinas Pendidikan,1003
1.01.02.1.03.51,Pembinaan Kelembagaan dan Manajemen Sekolah Pendidikan Khusus,3354083000,1.01.02.1.03,Dinas Pendidikan,1003
1.01.02.1.03.52,Pengelolaan Dana BOS Sekolah Pendidikan Khusus,104995100000,1.01.02.1.03,Dinas Pendidikan,1003
1.01.04.1.01.01,Perhitungan dan Pemetaan Pendidik dan Tenaga Kependidikan Satuan Pendidikan Menengah dan Pendidikan Khusus,5725000000,1.01.04.1.01,Dinas Pendidikan,1003
1.01.04.1.01.02,Penataan Pendistribusian Pendidik dan Tenaga Kependidikan Satuan Pendidikan Menengah dan Pendidikan Khusus,0,1.01.04.1.01,Dinas Pendidikan,1003
1.02.02.1.01.01,Pembangunan Rumah Sakit Beserta Sarana dan Prasarana Pendukungnya,28767800000,1.02.02.1.01,Dinas Kesehatan,1004
1.02.02.1.01.03,Pengembangan Rumah Sakit,8748241939,1.02.02.1.01,Dinas Kesehatan,1004
1.02.02.1.01.04,Pengembangan Fasilitas Kesehatan Lainnya,8316483623,1.02.02.1.01,Dinas Kesehatan,1004
1.02.02.1.01.10,Pengadaan Alat Kesehatan/Alat Penunjang Medik Fasilitas Layanan Kesehatan,18000000009,1.02.02.1.01,Dinas Kesehatan,1004
1.02.02.1.01.11,Pengadaan Sarana di Fasilitas Layanan Kesehatan,500000000,1.02.02.1.01,Dinas Kesehatan,1004
1.02.02.1.01.12,Pengadaaaan Prasarana Fasilitas Layanan Kesehatan,64726631328,1.02.02.1.01,Dinas Kesehatan,1004
1.02.02.1.01.14,"Pengadaan Bahan Habis Pakai Lainnya (Sprei, Handuk dan Habis Pakai Lainnya)",34619774572,1.02.02.1.01,Dinas Kesehatan,1004
1.02.02.1.01.15,Pengadaan dan Pemeliharaan Alat-alat Kesehatan/Peralatan Laboratorium Kesehatan,16729378000,1.02.02.1.01,Dinas Kesehatan,1004
1.02.02.1.01.16,Pengadaan Barang Penunjang Operasional Rumah Sakit,4500000000,1.02.02.1.01,Dinas Kesehatan,1004
1.02.02.1.01.17,Pemeliharaan Alat Kesehatan/Alat Penunjang Medik Fasilitas Layanan Kesehatan,818000000,1.02.02.1.01,Dinas Kesehatan,1004
1.02.02.1.01.21,"Distribusi Alat Kesehatan, Obat, Vaksin, Makanan dan Minuman serta Fasilitas Kesehatan Lainnya",900064836,1.02.02.1.01,Dinas Kesehatan,1004
1.02.02.1.01.22,"Pengadaan Obat, Vaksin, Makanan dan Minuman serta Fasilitas Kesehatan Lainnya",31888843000,1.02.02.1.01,Dinas Kesehatan,1004
1.02.02.1.01.23,Distribusi Bahan Medis Habis Pakai (BMHP) ke Kabupaten/Kota,18500000000,1.02.02.1.01,Dinas Kesehatan,1004
1.02.02.1.02.01,Pengelolaan Pelayanan Kesehatan bagi Penduduk Terdampak Krisis Kesehatan Akibat Bencana dan/atau Berpotensi Bencana,608910090,1.02.02.1.02,Dinas Kesehatan,1004
1.02.02.1.02.02,Pengelolaan Pelayanan Kesehatan bagi Penduduk pada Kondisi Kejadian Luar Biasa (KLB),18066071055,1.02.02.1.02,Dinas Kesehatan,1004
1.02.02.1.02.03,Pengelolaan Pelayanan Kesehatan Ibu dan Anak,611230300,1.02.02.1.02,Dinas Kesehatan,1004
1.02.02.1.02.05,Pengelolaan Pelayanan Kesehatan Usia Lanjut,103854857,1.02.02.1.02,Dinas Kesehatan,1004
1.02.02.1.02.06,Pengelolaan Pelayanan Kesehatan Gizi Masyarakat,689386120,1.02.02.1.02,Dinas Kesehatan,1004
1.02.02.1.02.07,Pengelolaan Pelayanan Kesehatan Kerja dan Olahraga,209114920,1.02.02.1.02,Dinas Kesehatan,1004
1.02.02.1.02.08,Pengelolaan Pelayanan Kesehatan Lingkungan,1894302080,1.02.02.1.02,Dinas Kesehatan,1004
1.02.02.1.02.09,Pengelolaan Pelayanan Promosi Kesehatan,50000000,1.02.02.1.02,Dinas Kesehatan,1004
1.02.02.1.02.10,"Pengelolaan Pelayanan Kesehatan Tradisonal, Akupuntur, Asuhan Mandiri dan Tradisional Lainnya",244590000,1.02.02.1.02,Dinas Kesehatan,1004
1.02.02.1.02.11,Pengelolaan Pelayanan Kesehatan Penyakit Menular dan Tidak Menular,2632833493,1.02.02.1.02,Dinas Kesehatan,1004
1.02.02.1.02.12,Pengelolaan Pelayanan Kesehatan Haji,171583000,1.02.02.1.02,Dinas Kesehatan,1004
1.02.02.1.02.13,Pengelolaan Pelayanan Kesehatan Orang dengan Masalah Kesehatan Jiwa (ODMK),200701840,1.02.02.1.02,Dinas Kesehatan,1004
1.02.02.1.02.15,Pengelolaan Pelayanan Kesehatan Khusus,790000000,1.02.02.1.02,Dinas Kesehatan,1004
1.02.02.1.02.16,Pengelolaan Jaminan Kesehatan Masyarakat,382005119960,1.02.02.1.02,Dinas Kesehatan,1004
1.02.02.1.02.19,Pembinaan Pelaksanaan Upaya Pelayanan Kesehatan,4964743840,1.02.02.1.02,Dinas Kesehatan,1004
1.02.02.1.02.22,Operasional Pelayanan Rumah Sakit,9364712000,1.02.02.1.02,Dinas Kesehatan,1004
1.02.02.1.02.23,Penyediaan dan Pengelolaan Sistem Penanganan Gawat Darurat Terpadu (SPGDT),14457930170,1.02.02.1.02,Dinas Kesehatan,1004
1.02.02.1.02.24,Pengelolaan Rujukan dan Rujuk Balik,45700000,1.02.02.1.02,Dinas Kesehatan,1004
1.02.02.1.02.27,Pendampingan Fasilitas Pelayanan Kesehatan,196520000,1.02.02.1.02,Dinas Kesehatan,1004
1.02.02.1.02.28,Pengelolaan Penelitian Kesehatan,274297600,1.02.02.1.02,Dinas Kesehatan,1004
1.02.02.1.03.01,Pengelolaan Data dan Informasi Kesehatan,312125780,1.02.02.1.03,Dinas Kesehatan,1004
1.02.02.1.03.02,Pengelolaan Sistem Informasi Kesehatan,245000000,1.02.02.1.03,Dinas Kesehatan,1004
1.02.02.1.03.03,Pengadaan Alat/Perangkat Sistem Informasi Kesehatan dan Jaringan Internet,200000000,1.02.02.1.03,Dinas Kesehatan,1004
1.02.02.1.04.01,Pengendalian dan Pengawasan serta Tindak Lanjut Perizinan Rumah Sakit Kelas B dan Fasilitas Pelayanan Kesehatan,196285910,1.02.02.1.04,Dinas Kesehatan,1004
1.02.02.1.04.02,Peningkatan Tata Kelola Rumah Sakit,431373450,1.02.02.1.04,Dinas Kesehatan,1004
1.02.02.1.04.03,Peningkatan Mutu Pelayanan Fasilitas Kesehatan,1755401760,1.02.02.1.04,Dinas Kesehatan,1004
1.02.03.1.01.01,Pemenuhan Kebutuhan Sumber Daya Manusia Kesehatan,102926317777,1.02.03.1.01,Dinas Kesehatan,1004
1.02.03.1.01.02,Distribusi dan Pemerataan Sumber Daya Manusia Kesehatan,78770867645,1.02.03.1.01,Dinas Kesehatan,1004
1.02.03.1.02.01,Peningkatan Kompetensi dan Kualifikasi Sumber Daya Manusia Kesehatan,874869235,1.02.03.1.02,Dinas Kesehatan,1004
1.02.03.1.02.02,Pembinaan dan Pengawasan Sumber Daya Manusia Kesehatan,1022014726,1.02.03.1.02,Dinas Kesehatan,1004
1.02.04.1.01.01,Pengendalian dan Pengawasan serta Tindak Lanjut Penerbitan Pengakuan PBF Cabang dan Cabang PAK,106918019,1.02.04.1.01,Dinas Kesehatan,1004
1.02.04.1.02.01,Pengendalian dan Pengawasan serta Tindak Lanjut Penerbitan Izin Usaha Kecil Obat Tradisional,68197145,1.02.04.1.02,Dinas Kesehatan,1004
1.02.05.1.01.01,"Peningkatan Upaya Advokasi Kesehatan, Pemberdayaan, Penggalangan Kemitraan, Peran Serta Masyarakat dan Lintas Sektor Tingkat Daerah Provinsi",192082852,1.02.05.1.01,Dinas Kesehatan,1004
1.02.05.1.02.01,Penyelenggaraan Promosi Kesehatan dan Perilaku Hidup Bersih dan Sehat,3011572180,1.02.05.1.02,Dinas Kesehatan,1004
1.03.02.1.01.01,"Penyusunan Rencana Teknis dan Dokumen Lingkungan Hidup untuk Konstruksi Bendungan, Embung, dan Bangunan Penampung Air Lainnya",1291000000,1.03.02.1.01,Dinas Sumber Daya Air,1011
1.03.02.1.01.02,Penyusunan Rencana Teknis dan Dokumen Lingkungan Hidup untuk Konstruksi Air Tanah dan Air Baku,450000000,1.03.02.1.01,Dinas Sumber Daya Air,1011
1.03.02.1.01.06,Pembangunan Embung dan Penampung Air Lainnya,12900000000,1.03.02.1.01,Dinas Sumber Daya Air,1011
1.03.02.1.01.08,Pembangunan Unit Air Baku,749999990,1.03.02.1.01,Dinas Sumber Daya Air,1011
1.03.02.1.01.18,Pembangunan Seawall dan Bangunan Pengaman Pantai Lainnya,0,1.03.02.1.01,Dinas Sumber Daya Air,1011
1.03.02.1.01.21,Rehabilitasi Embung dan Penampungan Air Lainnya,19500000000,1.03.02.1.01,Dinas Sumber Daya Air,1011
1.03.02.1.01.25,Rehabilitasi Bangunan Perkuatan Tebing,1500000000,1.03.02.1.01,Dinas Sumber Daya Air,1011
1.03.02.1.01.46,Normalisasi/Restorasi Sungai,20000000000,1.03.02.1.01,Dinas Sumber Daya Air,1011
1.03.02.1.01.49,Operasi dan Pemeliharaan Embung dan Penampung Air Lainnya,17140000000,1.03.02.1.01,Dinas Sumber Daya Air,1011
1.03.02.1.01.60,Pengelolaan Hidrologi dan Kualitas Air WS Kewenangan Provinsi,10979000000,1.03.02.1.01,Dinas Sumber Daya Air,1011
1.03.02.1.01.61,Pembinaan dan Pemberdayaan Kelembagaan Pengelolaan SDA Kewenangan Provinsi,1754540000,1.03.02.1.01,Dinas Sumber Daya Air,1011
1.03.02.1.01.62,Evaluasi dan Rekomendasi Teknis (Rekomtek) Pemanfaatan SDA WS Kewenangan Provinsi,300000000,1.03.02.1.01,Dinas Sumber Daya Air,1011
1.03.02.1.01.63,Koordinasi dan Sinkronisasi Peningkatan Kapasitas Kelembagaan Pengelolaan SDA Kewenangan Provinsi,700000000,1.03.02.1.01,Dinas Sumber Daya Air,1011
1.03.02.1.02.01,Penyusunan Rencana Teknis dan Dokumen Lingkungan Hidup untuk Konstruksi Irigasi dan Rawa,1059000000,1.03.02.1.02,Dinas Sumber Daya Air,1011
1.03.02.1.02.02,Pembangunan Jaringan Irigasi Permukaan,21120000006,1.03.02.1.02,Dinas Sumber Daya Air,1011
1.03.02.1.02.08,Peningkatan Jaringan Irigasi Permukaan,11331678506,1.03.02.1.02,Dinas Sumber Daya Air,1011
1.03.02.1.02.14,Rehabilitasi Jaringan Irigasi Permukaan,32004989898,1.03.02.1.02,Dinas Sumber Daya Air,1011
1.03.02.1.02.21,Operasi dan Pemeliharaan Jaringan Irigasi Permukaan,65522874183,1.03.02.1.02,Dinas Sumber Daya Air,1011
1.03.02.1.02.27,Operasional Unit Pengelola Irigasi,2100000000,1.03.02.1.02,Dinas Sumber Daya Air,1011
1.03.03.1.01.01,"Penyusunan Rencana, Kebijakan, Strategi dan Teknis SPAM",750000000,1.03.03.1.01,Dinas Perumahan dan Permukiman,1012
1.03.03.1.01.02,Supervisi Pembangunan/Peningkatan/Perluasan/Perbaikan SPAM,1200000000,1.03.03.1.01,Dinas Perumahan dan Permukiman,1012
1.03.03.1.01.11,Penyediaan Lahan untuk Pengembangan SPAM Lintas Kabupaten/Kota,5150000000,1.03.03.1.01,Dinas Perumahan dan Permukiman,1012
1.03.04.1.01.08,Pembinaan Teknis dan Pemberdayaan Masyarakat dalam Pengelolaan Infrastruktur Persampahan,2493283499,1.03.04.1.01,Dinas Perumahan dan Permukiman,1012
1.03.05.1.01.01,"Penyusunan Rencana, Kebijakan, Strategi dan Teknis Sistem Pengelolaan Air Limbah Domestik",500000000,1.03.05.1.01,Dinas Perumahan dan Permukiman,1012
1.03.05.1.01.07,Pengembangan SDM dan Kelembagaan Pengelolaan Air Limbah Domestik,390000000,1.03.05.1.01,Dinas Perumahan dan Permukiman,1012
1.03.06.1.01.03,Pembinaan Teknik Sistem Drainase Perkotaan,300912000,1.03.06.1.01,Dinas Perumahan dan Permukiman,1012
1.03.08.1.01.01,"Perencanaan, Pembangunan, Pengawasan dan Pemanfaatan Bangunan Gedung untuk Kepentingan Strategis Daerah Provinsi",371187147675,1.03.08.1.01,Dinas Bina Marga dan Penataan Ruang,1010
1.03.08.1.01.01,"Perencanaan, Pembangunan, Pengawasan dan Pemanfaatan Bangunan Gedung untuk Kepentingan Strategis Daerah Provinsi",33137602000,1.03.08.1.01,Dinas Perumahan dan Permukiman,1012
1.03.08.1.01.04,Bantuan Teknis Pembangunan Bangunan Gedung Negara untuk Kepentingan Strategis Provinsi,55399086890,1.03.08.1.01,Dinas Perumahan dan Permukiman,1012
1.03.08.1.01.10,Pelaksanaan Pengelolaan Rumah Negara,150000000,1.03.08.1.01,Dinas Perumahan dan Permukiman,1012
1.03.09.1.01.01,"Penyusunan Rencana, Kebijakan, Strategi dan Teknis Sistem Penataan Bangunan dan Lingkungan di Kawasan Strategis Daerah Provinsi dan Lintas Daerah Kabupaten/Kota",500000000,1.03.09.1.01,Dinas Perumahan dan Permukiman,1012
1.03.09.1.01.03,Penataan Bangunan dan Lingkungan,55488176785,1.03.09.1.01,Dinas Perumahan dan Permukiman,1012
1.03.10.1.01.01,"Penyusunan Rencana, Kebijakan, Strategi Pengembangan Jaringan Jalan serta Perencanaan Teknis Penyelenggaraan Jalan dan Jembatan",3254623500,1.03.10.1.01,Dinas Bina Marga dan Penataan Ruang,1010
1.03.10.1.01.02,Pembebasan Lahan/Tanah untuk Penyelenggaraan Jalan,64161991000,1.03.10.1.01,Dinas Bina Marga dan Penataan Ruang,1010
1.03.10.1.01.03,Pengelolaan Leger Jalan,2915398449,1.03.10.1.01,Dinas Bina Marga dan Penataan Ruang,1010
1.03.10.1.01.04,Survey Kondisi Jalan/Jembatan,2891806516,1.03.10.1.01,Dinas Bina Marga dan Penataan Ruang,1010
1.03.10.1.01.06,Pelebaran Jalan Menuju Standar,19696896000,1.03.10.1.01,Dinas Bina Marga dan Penataan Ruang,1010
1.03.10.1.01.08,Rekonstruksi Jalan,282622501493,1.03.10.1.01,Dinas Bina Marga dan Penataan Ruang,1010
1.03.10.1.01.10,Pemeliharaan Berkala Jalan,10311821823,1.03.10.1.01,Dinas Bina Marga dan Penataan Ruang,1010
1.03.10.1.01.11,Pemeliharaan Rutin Jalan,125556384326,1.03.10.1.01,Dinas Bina Marga dan Penataan Ruang,1010
1.03.10.1.01.12,Pembangunan Jembatan,15196595000,1.03.10.1.01,Dinas Bina Marga dan Penataan Ruang,1010
1.03.10.1.01.14,Pembangunan Underpass,136447554688,1.03.10.1.01,Dinas Bina Marga dan Penataan Ruang,1010
1.03.10.1.01.22,Pemantauan dan Evaluasi Penyelenggaraan Jalan/Jembatan,1720692509,1.03.10.1.01,Dinas Bina Marga dan Penataan Ruang,1010
1.03.10.1.01.23,Pengawasan Teknis Penyelenggaraan Jalan/Jembatan,15436433708,1.03.10.1.01,Dinas Bina Marga dan Penataan Ruang,1010
1.03.11.1.01.04,Pelaksanaan Pelatihan Tenaga Ahli Konstruksi,622898920,1.03.11.1.01,Dinas Bina Marga dan Penataan Ruang,1010
1.03.11.1.02.03,Penyelenggaraan Pelatihan untuk Peningkatan Kapasitas Administrator SIPJAKI,76234000,1.03.11.1.02,Dinas Bina Marga dan Penataan Ruang,1010
1.03.11.1.02.05,Penyediaan Data dan Informasi Jasa Konstruksi,302178840,1.03.11.1.02,Dinas Bina Marga dan Penataan Ruang,1010
1.03.11.1.03.01,Penyiapan/Pembuatan NSPK Kebijakan Khusus Penyelenggaraan Jasa Konstruksi sesuai Peraturan Perundang-Undangan,245761840,1.03.11.1.03,Dinas Bina Marga dan Penataan Ruang,1010
1.03.12.1.01.03,Penetapan Kebijakan dalam rangka Pelaksanaan Penataan Ruang,963431363,1.03.12.1.01,Dinas Bina Marga dan Penataan Ruang,1010
1.03.12.1.01.04,Sosialisasi Kebijakan dan Peraturan Perundang-Undangan Bidang Penataan Ruang,843548160,1.03.12.1.01,Dinas Bina Marga dan Penataan Ruang,1010
1.03.12.1.02.03,Evaluasi Rancangan Peraturan Daerah tentang RTRW dan RRTR Kabupaten/Kota,863847334,1.03.12.1.02,Dinas Bina Marga dan Penataan Ruang,1010
1.03.12.1.03.01,Koordinasi dan Sinkronisasi Pemanfaatan Ruang untuk Investasi dan Pembangunan Daerah,1844800400,1.03.12.1.03,Dinas Bina Marga dan Penataan Ruang,1010
1.03.12.1.03.02,Sistem Informasi Penataan Ruang,898505200,1.03.12.1.03,Dinas Bina Marga dan Penataan Ruang,1010
1.03.12.1.04.01,Koordinasi dan Sinkronisasi Pemberian Insentif dan Disinsentif Bidang Penataan Ruang,308915860,1.03.12.1.04,Dinas Bina Marga dan Penataan Ruang,1010
1.03.12.1.04.02,Koordinasi dan Sinkronisasi Penertiban dan Penegakan Hukum Bidang Penataan Ruang,262808847,1.03.12.1.04,Dinas Bina Marga dan Penataan Ruang,1010
1.03.12.1.04.04,Koordinasi Pelaksanaan Penataan Ruang,2550266349,1.03.12.1.04,Dinas Bina Marga dan Penataan Ruang,1010
1.04.02.1.01.01,Identifikasi Perumahan di Lokasi Rawan Bencana atau Terkena Relokasi Program Provinsi,100000000,1.04.02.1.01,Dinas Perumahan dan Permukiman,1012
1.04.02.1.02.04,"Pembentukan dan Pelatihan Tim Satgas, Tim Pendamping dan Fasilitator",210053615928,1.04.02.1.02,Dinas Perumahan dan Permukiman,1012
1.04.03.1.02.01,Penyusunan Rencana Tapak (Site Plan) dan Detail Engineering Design (DED) Peremajaan/Pemugaran Permukiman Kumuh dengan Luas 10 (Sepuluh) Ha sampai dengan di Bawah 15 (Lima Belas) Ha,500000000,1.04.03.1.02,Dinas Perumahan dan Permukiman,1012
1.04.03.1.02.07,Pelaksanaan Pembangunan Pemugaran/ Peremajaan Permukiman Kumuh dengan Luas 10 (Sepuluh) Ha sampai dengan di Bawah 15 (Lima Belas) Ha,10033460000,1.04.03.1.02,Dinas Perumahan dan Permukiman,1012
1.04.05.1.01.01,Perencanaan Penyediaan PSU Permukiman,300000000,1.04.05.1.01,Dinas Perumahan dan Permukiman,1012
1.04.05.1.01.02,"Penyediaan Prasarana, Sarana, dan Utilitas Umum di Permukiman untuk Menunjang Fungsi Permukiman",2947000000,1.04.05.1.01,Dinas Perumahan dan Permukiman,1012
1.05.02.1.01.01,"Pencegahan Gangguan Ketenteraman dan Ketertiban Umum melalui Deteksi Dini dan Cegah Dini, Pembinaan dan Penyuluhan, Pelaksanaan Patroli, Pengamanan, dan Pengawalan",8293916684,1.05.02.1.01,Satuan Polisi dan Pamong Praja,1027
1.05.02.1.01.05,Peningkatan Kapasitas SDM Satuan Polisi Pamongpraja dan Satuan Perlindungan Masyarakat termasuk dalam Pelaksanaan Tugas yang bernuansa Hak Asasi Manusia,30425000,1.05.02.1.01,Satuan Polisi dan Pamong Praja,1027
1.05.02.1.02.03,Penanganan atas Pelanggaran Peraturan Daerah dan Peraturan Gubernur,5955238962,1.05.02.1.02,Satuan Polisi dan Pamong Praja,1027
1.05.03.1.01.02,"Sosialisasi, Komunikasi, Informasi dan Edukasi (KIE) Rawan Bencana Provinsi (Per Jenis Bencana)",665356960,1.05.03.1.01,Badan Penanggulangan Bencana Daerah,1080
1.05.03.1.02.03,Pengendalian Operasi dan Penyediaan Sarana Prasarana Kesiapsiagaan terhadap Bencana,4480583200,1.05.03.1.02,Badan Penanggulangan Bencana Daerah,1080
1.05.03.1.02.06,Penguatan Kapasitas Kawasan untuk Pencegahan dan Kesiapsiagaan Bencana,590840000,1.05.03.1.02,Badan Penanggulangan Bencana Daerah,1080
1.05.03.1.02.07,Penanganan Pascabencana Provinsi,300000000,1.05.03.1.02,Badan Penanggulangan Bencana Daerah,1080
1.05.03.1.02.08,Pengembangan Kapasitas Tim Reaksi Cepat (TRC) Bencana,0,1.05.03.1.02,Badan Penanggulangan Bencana Daerah,1080
1.05.03.1.03.02,Respon Cepat Penanganan Darurat Bencana,374835700,1.05.03.1.03,Badan Penanggulangan Bencana Daerah,1080
1.05.03.1.03.04,Penyediaan Logistik Penyelamatan dan Evakuasi Korban Bencana,2886188987,1.05.03.1.03,Badan Penanggulangan Bencana Daerah,1080
1.05.03.1.03.05,Aktivasi Sistem Komando Penanganan Darurat Bencana,100000000,1.05.03.1.03,Badan Penanggulangan Bencana Daerah,1080
1.05.03.1.03.06,Respon Cepat Bencana Non ALam Epidemi/Wabah Penyakit,100000000,1.05.03.1.03,Badan Penanggulangan Bencana Daerah,1080
1.05.04.1.01.03,Pembinaan Aparatur Pemadam Kebakaran dan Penyelamatan Provinsi dan Kabupaten/Kota,300000000,1.05.04.1.01,Badan Penanggulangan Bencana Daerah,1080
1.06.02.1.01.01,Koordinasi dan Sinkronisasi Penerbitan Izin Undian Gratis Berhadiah dan Pengumpulan Uang atau Barang,47148415,1.06.02.1.01,Dinas Sosial,1006
1.06.02.1.02.01,Peningkatan Kemampuan Potensi Pekerja Sosial Masyarakat Kewenangan Provinsi,141869988,1.06.02.1.02,Dinas Sosial,1006
1.06.02.1.02.02,Peningkatan Kemampuan Potensi Tenaga Kesejahteraan Sosial Kecamatan Kewenangan Provinsi,3794725000,1.06.02.1.02,Dinas Sosial,1006
1.06.02.1.02.03,Peningkatan Kemampuan Potensi Sumber Kesejahteraan Sosial Keluarga Kewenangan Provinsi,638490000,1.06.02.1.02,Dinas Sosial,1006
1.06.02.1.02.04,Peningkatan Kemampuan Potensi Sumber Kesejahteraan Sosial Kelembagaan Masyarakat Kewenangan Provinsi,6516932750,1.06.02.1.02,Dinas Sosial,1006
1.06.03.1.01.01,Fasilitasi Pemulangan Warga Negara Migran Korban Tindak Kekerasan dari Titik Debarkasi di Daerah Provinsi untuk dipulangkan Ke Daerah Kabupaten/Kota Asal,141144500,1.06.03.1.01,Dinas Sosial,1006
1.06.04.1.01.01,Penyediaan Permakanan,762861932,1.06.04.1.01,Dinas Sosial,1006
1.06.04.1.01.02,Penyediaan Sandang,111850000,1.06.04.1.01,Dinas Sosial,1006
