kode,nama,anggaran,kegiatan_kode,satuan_kerja,satuan_kerja_id
8.01.02.1.01.03,"Pelaksanaan Kebijakan di Bidang Ideologi Wawasan Kebangsaan, Bela Negara, Karakter Bangsa, Pembauran Kebangsaan, Bhineka Tunggal Ika, dan Sejarah Kebangsaan",758632000,8.01.02.1.01,Badan Kesatuan Bangsa dan Politik,1035
8.01.02.1.01.05,"Pelaksanaan Monitoring Evaluasi dan Pelaporan di Bidang Ideologi Wawasan Kebangsaan, Bela Negara, Karakter Bangsa, Pembauran Kebangsaan, Bhineka Tunggal Ika, dan Sejarah Kebangsaan",118000000,8.01.02.1.01,Badan Kesatuan Bangsa dan Politik,1035
8.01.03.1.01.01,"Penyusunan Program Kerja di Bidang Pendidikan Politik, Etika Budaya Politik, Peningkatan Demokrasi, Fasilitasi Kelembagaan Pemerintahan, Perwakilan, dan Partai Politik, Pemilihan Umum/Pemilihan Umum Kepala Daerah, serta Pemantauan Situasi Politik di Daerah",20314914833,8.01.03.1.01,Badan Kesatuan Bangsa dan Politik,1035
8.01.03.1.01.02,"Penyusunan Bahan Perumusan Kebijakan di Bidang Pendidikan Politik, Etika Budaya Politik, Peningkatan Demokrasi, Fasilitasi Kelembagaan Pemerintahan, Perwakilan, dan Partai Politik, Pemilihan Umum/Pemilihan Umum Kepala Daerah, Serta Pemantauan Situasi Politik di Daerah",150000000,8.01.03.1.01,Badan Kesatuan Bangsa dan Politik,1035
8.01.03.1.01.03,"Pelaksanaan Kebijakan di Bidang Pendidikan Politik, Etika Budaya Politik, Peningkatan Demokrasi, Fasilitasi Kelembagaan Pemerintahan, Perwakilan, dan Partai Politik, Pemilihan Umum/Pemilihan Umum Kepala Daerah, Serta Pemantauan Situasi Politik di Daerah",211523000,8.01.03.1.01,Badan Kesatuan Bangsa dan Politik,1035
8.01.03.1.01.04,"Pelaksanaan Koordinasi di Bidang Pendidikan Politik, Etika Budaya Politik, Peningkatan Demokrasi, Fasilitasi Kelembagaan Pemerintahan, Perwakilan, dan Partai Politik, Pemilihan Umum/Pemilihan Umum Kepala Daerah, Serta Pemantauan Situasi Politik di Daerah",55269686500,8.01.03.1.01,Badan Kesatuan Bangsa dan Politik,1035
8.01.03.1.01.05,"Pelaksanaan Monitoring, Evaluasi dan Pelaporan di Bidang Pendidikan Politik, Etika Budaya Politik, Peningkatan Demokrasi, Fasilitasi Kelembagaan Pemerintahan, Perwakilan, dan Partai Politik, Pemilihan Umum/Pemilihan Umum Kepala Daerah, serta Pemantauan Situasi Politik di Daerah",460382000,8.01.03.1.01,Badan Kesatuan Bangsa dan Politik,1035
8.01.04.1.01.01,"Penyusunan Program Kerja Dibidang Pendaftaran Ormas, Pemberdayaan Ormas, Evaluasi, dan Mediasi Sengketa Ormas, Pengawasan Ormas dan Ormas Asing di Daerah",8524152320,8.01.04.1.01,Badan Kesatuan Bangsa dan Politik,1035
8.01.04.1.01.02,"Penyusunan Bahan Perumusan Kebijakan Dibidang Pendaftaran Ormas, Pemberdayaan Ormas, Evaluasi, dan Mediasi Sengketa Ormas, Pengawasan Ormas dan Ormas Asing di Daerah",200000000,8.01.04.1.01,Badan Kesatuan Bangsa dan Politik,1035
8.01.04.1.01.03,"Pelaksanaan Kebijakan Dibidang Pendaftaran Ormas, Pemberdayaan Ormas, Evaluasi, dan Mediasi Sengketa Ormas, Pengawasan Ormas dan Ormas Asing di Daerah",234000000,8.01.04.1.01,Badan Kesatuan Bangsa dan Politik,1035
8.01.04.1.01.04,"Pelaksanaan Koordinasi dibidang Pendaftaran Ormas, Pemberdayaan Ormas, Evaluasi, dan Mediasi Sengketa Ormas, Pengawasan Ormas dan Ormas Asing di Daerah",100000000,8.01.04.1.01,Badan Kesatuan Bangsa dan Politik,1035
8.01.04.1.01.05,"Pelaksanaan Monitoring Evaluasi dan Pelaporan Dibidang Pendaftaran Ormas, Pemberdayaan Ormas, Evaluasi, dan Mediasi Sengketa Ormas, Pengawasan Ormas dan Ormas Asing di Daerah",100000000,8.01.04.1.01,Badan Kesatuan Bangsa dan Politik,1035
8.01.05.1.01.01,"Penyusunan Program Kerja di Bidang Ketahanan Ekonomi, Sosial, Budaya, dan Fasilitasi Pencegahan Penyalagunaan Narkotika, Fasilitasi Kerukunan Umat Beragama dan Penghayat Kepercayaan di Daerah",225000000,8.01.05.1.01,Badan Kesatuan Bangsa dan Politik,1035
8.01.05.1.01.02,"Penyusunan Bahan Perumusan Kebijakan di Bidang Ketahanan Ekonomi, Sosial, Budaya, dan Fasilitasi Pencegahan Penyalagunaan Narkotika, Fasilitasi Kerukunan Umat Beragama dan Penghayat Kepercayaan di Daerah",150000000,8.01.05.1.01,Badan Kesatuan Bangsa dan Politik,1035
8.01.05.1.01.03,"Pelaksanaan Kebijakan di Bidang Ketahanan Ekonomi, Sosial, Budaya, dan Fasilitasi Pencegahan Penyalagunaan Narkotika, Fasilitasi Kerukunan Umat Beragama dan Penghayat Kepercayaan di Daerah",100000000,8.01.05.1.01,Badan Kesatuan Bangsa dan Politik,1035
8.01.05.1.01.04,"Pelaksanaan Koordinasi di Bidang Ketahanan Ekonomi, Sosial, Budaya, dan Fasilitasi Pencegahan Penyalagunaan Narkotika, Fasilitasi Kerukunan Umat Beragama dan Penghayat Kepercayaan di Daerah",284000000,8.01.05.1.01,Badan Kesatuan Bangsa dan Politik,1035
8.01.05.1.01.05,"Pelaksanaan Monitoring, Evaluasi dan Pelaporan di Bidang Ketahanan Ekonomi, Sosial, Budaya, dan Fasilitasi Pencegahan Penyalagunaan Narkotika, Fasilitasi Kerukunan Umat Beragama dan Penghayat Kepercayaan di Daerah",75000000,8.01.05.1.01,Badan Kesatuan Bangsa dan Politik,1035
8.01.06.1.01.04,"Pelaksanaan Koordinasi di Bidang Kewaspadaan Dini, Kerjasama Intelijen, Pemantauan Orang Asing, Tenaga Kerja Asing dan Lembaga Asing, Kewaspadaan Perbatasan Antar Negara, Fasilitasi Kelembagaan Bidang Kewaspadaan, serta Penanganan Konflik di Daerah",668000000,8.01.06.1.01,Badan Kesatuan Bangsa dan Politik,1035
8.01.06.1.01.05,"Pelaksanaan Monitoring, Evaluasi dan Pelaporan di Bidang Kewaspadaan Dini, Kerja sama Intelijen, Pemantauan Orang Asing, Tenaga Kerja Asing dan Lembaga Asing, Kewaspadaan Perbatasan Antar Negara, Fasilitasi Kelembagaan Bidang Kewaspadaan, serta Penanganan Konflik di Daerah",500000000,8.01.06.1.01,Badan Kesatuan Bangsa dan Politik,1035
1.01.01.1.01.01,Penyusunan Dokumen Perencanaan Perangkat Daerah,3937865104,1.01.01.1.01,Dinas Pendidikan,1003
1.01.01.1.01.02,Koordinasi dan Penyusunan Dokumen RKA-SKPD,150972000,1.01.01.1.01,Dinas Pendidikan,1003
1.01.01.1.01.03,Koordinasi dan Penyusunan Dokumen Perubahan RKA-SKPD,290084000,1.01.01.1.01,Dinas Pendidikan,1003
1.01.01.1.01.04,Koordinasi dan Penyusunan DPA-SKPD,105128000,1.01.01.1.01,Dinas Pendidikan,1003
1.01.01.1.01.05,Koordinasi dan Penyusunan Perubahan DPA-SKPD,82044000,1.01.01.1.01,Dinas Pendidikan,1003
1.01.01.1.01.06,Koordinasi dan Penyusunan Laporan Capaian Kinerja dan Ikhtisar Realisasi Kinerja SKPD,303528000,1.01.01.1.01,Dinas Pendidikan,1003
1.01.01.1.01.07,Evaluasi Kinerja Perangkat Daerah,149060000,1.01.01.1.01,Dinas Pendidikan,1003
1.02.01.1.01.01,Penyusunan Dokumen Perencanaan Perangkat Daerah,2171475534,1.02.01.1.01,Dinas Kesehatan,1004
1.02.01.1.01.02,Koordinasi dan Penyusunan Dokumen RKA-SKPD,154512000,1.02.01.1.01,Dinas Kesehatan,1004
1.02.01.1.01.04,Koordinasi dan Penyusunan DPA-SKPD,23706000,1.02.01.1.01,Dinas Kesehatan,1004
1.02.01.1.01.05,Koordinasi dan Penyusunan Perubahan DPA-SKPD,0,1.02.01.1.01,Dinas Kesehatan,1004
1.02.01.1.01.06,Koordinasi dan Penyusunan Laporan Capaian Kinerja dan Ikhtisar Realisasi Kinerja SKPD,69553000,1.02.01.1.01,Dinas Kesehatan,1004
1.02.01.1.01.07,Evaluasi Kinerja Perangkat Daerah,2942000,1.02.01.1.01,Dinas Kesehatan,1004
1.03.01.1.01.01,Penyusunan Dokumen Perencanaan Perangkat Daerah,9405000,1.03.01.1.01,Dinas Bina Marga dan Penataan Ruang,1010
1.03.01.1.01.02,Koordinasi dan Penyusunan Dokumen RKA-SKPD,30394951,1.03.01.1.01,Dinas Bina Marga dan Penataan Ruang,1010
1.03.01.1.01.07,Evaluasi Kinerja Perangkat Daerah,26100000,1.03.01.1.01,Dinas Bina Marga dan Penataan Ruang,1010
1.03.01.1.01.01,Penyusunan Dokumen Perencanaan Perangkat Daerah,521600800,1.03.01.1.01,Dinas Sumber Daya Air,1011
1.03.01.1.01.02,Koordinasi dan Penyusunan Dokumen RKA-SKPD,211072000,1.03.01.1.01,Dinas Sumber Daya Air,1011
1.03.01.1.01.03,Koordinasi dan Penyusunan Dokumen Perubahan RKA-SKPD,100000000,1.03.01.1.01,Dinas Sumber Daya Air,1011
1.03.01.1.01.04,Koordinasi dan Penyusunan DPA-SKPD,100000000,1.03.01.1.01,Dinas Sumber Daya Air,1011
1.03.01.1.01.05,Koordinasi dan Penyusunan Perubahan DPA-SKPD,100000000,1.03.01.1.01,Dinas Sumber Daya Air,1011
1.03.01.1.01.06,Koordinasi dan Penyusunan Laporan Capaian Kinerja dan Ikhtisar Realisasi Kinerja SKPD,150000000,1.03.01.1.01,Dinas Sumber Daya Air,1011
1.03.01.1.01.07,Evaluasi Kinerja Perangkat Daerah,812962586,1.03.01.1.01,Dinas Sumber Daya Air,1011
1.04.01.1.01.01,Penyusunan Dokumen Perencanaan Perangkat Daerah,750000000,1.04.01.1.01,Dinas Perumahan dan Permukiman,1012
1.04.01.1.01.07,Evaluasi Kinerja Perangkat Daerah,550000000,1.04.01.1.01,Dinas Perumahan dan Permukiman,1012
1.05.01.1.01.01,Penyusunan Dokumen Perencanaan Perangkat Daerah,103473000,1.05.01.1.01,Satuan Polisi dan Pamong Praja,1027
1.05.01.1.01.01,Penyusunan Dokumen Perencanaan Perangkat Daerah,328168000,1.05.01.1.01,Badan Penanggulangan Bencana Daerah,1080
1.05.01.1.01.07,Evaluasi Kinerja Perangkat Daerah,153682000,1.05.01.1.01,Badan Penanggulangan Bencana Daerah,1080
1.06.01.1.01.01,Penyusunan Dokumen Perencanaan Perangkat Daerah,187270000,1.06.01.1.01,Dinas Sosial,1006
1.06.01.1.01.07,Evaluasi Kinerja Perangkat Daerah,157548923,1.06.01.1.01,Dinas Sosial,1006
2.07.01.1.01.01,Penyusunan Dokumen Perencanaan Perangkat Daerah,491502430,2.07.01.1.01,Dinas Tenaga Kerja dan Transmigrasi,1007
2.07.01.1.01.02,Koordinasi dan Penyusunan Dokumen RKA-SKPD,210088680,2.07.01.1.01,Dinas Tenaga Kerja dan Transmigrasi,1007
2.07.01.1.01.06,Koordinasi dan Penyusunan Laporan Capaian Kinerja dan Ikhtisar Realisasi Kinerja SKPD,303079680,2.07.01.1.01,Dinas Tenaga Kerja dan Transmigrasi,1007
2.08.01.1.01.01,Penyusunan Dokumen Perencanaan Perangkat Daerah,198000000,2.08.01.1.01,"Dinas Pemberdayaan Perempuan, Perlindungan Anak, dan Keluarga Berencana",1041
2.08.01.1.01.02,Koordinasi dan Penyusunan Dokumen RKA-SKPD,11940000,2.08.01.1.01,"Dinas Pemberdayaan Perempuan, Perlindungan Anak, dan Keluarga Berencana",1041
2.08.01.1.01.03,Koordinasi dan Penyusunan Dokumen Perubahan RKA-SKPD,9430000,2.08.01.1.01,"Dinas Pemberdayaan Perempuan, Perlindungan Anak, dan Keluarga Berencana",1041
2.08.01.1.01.04,Koordinasi dan Penyusunan DPA-SKPD,9430000,2.08.01.1.01,"Dinas Pemberdayaan Perempuan, Perlindungan Anak, dan Keluarga Berencana",1041
2.08.01.1.01.05,Koordinasi dan Penyusunan Perubahan DPA-SKPD,9430000,2.08.01.1.01,"Dinas Pemberdayaan Perempuan, Perlindungan Anak, dan Keluarga Berencana",1041
2.08.01.1.01.07,Evaluasi Kinerja Perangkat Daerah,59770000,2.08.01.1.01,"Dinas Pemberdayaan Perempuan, Perlindungan Anak, dan Keluarga Berencana",1041
2.09.01.1.01.01,Penyusunan Dokumen Perencanaan Perangkat Daerah,306978234,2.09.01.1.01,Dinas Ketahanan Pangan dan Peternakan,1017
2.09.01.1.01.02,Koordinasi dan Penyusunan Dokumen RKA-SKPD,4100000,2.09.01.1.01,Dinas Ketahanan Pangan dan Peternakan,1017
2.09.01.1.01.03,Koordinasi dan Penyusunan Dokumen Perubahan RKA-SKPD,4100000,2.09.01.1.01,Dinas Ketahanan Pangan dan Peternakan,1017
2.09.01.1.01.04,Koordinasi dan Penyusunan DPA-SKPD,4100000,2.09.01.1.01,Dinas Ketahanan Pangan dan Peternakan,1017
2.09.01.1.01.05,Koordinasi dan Penyusunan Perubahan DPA-SKPD,4100000,2.09.01.1.01,Dinas Ketahanan Pangan dan Peternakan,1017
2.09.01.1.01.06,Koordinasi dan Penyusunan Laporan Capaian Kinerja dan Ikhtisar Realisasi Kinerja SKPD,17950000,2.09.01.1.01,Dinas Ketahanan Pangan dan Peternakan,1017
2.09.01.1.01.07,Evaluasi Kinerja Perangkat Daerah,217990000,2.09.01.1.01,Dinas Ketahanan Pangan dan Peternakan,1017
2.11.01.1.01.01,Penyusunan Dokumen Perencanaan Perangkat Daerah,350000000,2.11.01.1.01,Dinas Lingkungan Hidup,1034
2.11.01.1.01.07,Evaluasi Kinerja Perangkat Daerah,450000000,2.11.01.1.01,Dinas Lingkungan Hidup,1034
2.12.01.1.01.01,Penyusunan Dokumen Perencanaan Perangkat Daerah,105000000,2.12.01.1.01,Dinas Kependudukan dan Pencatatan Sipil,1023
2.12.01.1.01.07,Evaluasi Kinerja Perangkat Daerah,105000000,2.12.01.1.01,Dinas Kependudukan dan Pencatatan Sipil,1023
2.13.01.1.01.01,Penyusunan Dokumen Perencanaan Perangkat Daerah,630660862,2.13.01.1.01,Dinas Pemberdayaan Masyarakat dan Desa,1042
2.13.01.1.01.02,Koordinasi dan Penyusunan Dokumen RKA-SKPD,125000000,2.13.01.1.01,Dinas Pemberdayaan Masyarakat dan Desa,1042
2.13.01.1.01.07,Evaluasi Kinerja Perangkat Daerah,802516945,2.13.01.1.01,Dinas Pemberdayaan Masyarakat dan Desa,1042
2.15.01.1.01.01,Penyusunan Dokumen Perencanaan Perangkat Daerah,300558526,2.15.01.1.01,Dinas Perhubungan,1008
2.15.01.1.01.07,Evaluasi Kinerja Perangkat Daerah,127693378,2.15.01.1.01,Dinas Perhubungan,1008
2.16.01.1.01.01,Penyusunan Dokumen Perencanaan Perangkat Daerah,186651640,2.16.01.1.01,Dinas Komunikasi dan Informatika,1022
2.16.01.1.01.07,Evaluasi Kinerja Perangkat Daerah,164158275,2.16.01.1.01,Dinas Komunikasi dan Informatika,1022
2.17.01.1.01.01,Penyusunan Dokumen Perencanaan Perangkat Daerah,617644000,2.17.01.1.01,Dinas Koperasi dan Usaha Kecil,1014
2.17.01.1.01.04,Koordinasi dan Penyusunan DPA-SKPD,55750000,2.17.01.1.01,Dinas Koperasi dan Usaha Kecil,1014
2.17.01.1.01.06,Koordinasi dan Penyusunan Laporan Capaian Kinerja dan Ikhtisar Realisasi Kinerja SKPD,133073920,2.17.01.1.01,Dinas Koperasi dan Usaha Kecil,1014
2.18.01.1.01.01,Penyusunan Dokumen Perencanaan Perangkat Daerah,200058160,2.18.01.1.01,Dinas Penanaman Modal dan Pelayanan Terpadu Satu Pintu,1046
2.18.01.1.01.04,Koordinasi dan Penyusunan DPA-SKPD,0,2.18.01.1.01,Dinas Penanaman Modal dan Pelayanan Terpadu Satu Pintu,1046
2.18.01.1.01.05,Koordinasi dan Penyusunan Perubahan DPA-SKPD,0,2.18.01.1.01,Dinas Penanaman Modal dan Pelayanan Terpadu Satu Pintu,1046
2.18.01.1.01.06,Koordinasi dan Penyusunan Laporan Capaian Kinerja dan Ikhtisar Realisasi Kinerja SKPD,0,2.18.01.1.01,Dinas Penanaman Modal dan Pelayanan Terpadu Satu Pintu,1046
2.19.01.1.01.01,Penyusunan Dokumen Perencanaan Perangkat Daerah,431220000,2.19.01.1.01,Dinas Pemuda dan Olahraga,1021
2.19.01.1.01.06,Koordinasi dan Penyusunan Laporan Capaian Kinerja dan Ikhtisar Realisasi Kinerja SKPD,430000000,2.19.01.1.01,Dinas Pemuda dan Olahraga,1021
2.23.01.1.01.01,Penyusunan Dokumen Perencanaan Perangkat Daerah,150870175,2.23.01.1.01,Dinas Perpustakaan dan Kearsipan,1040
2.23.01.1.01.07,Evaluasi Kinerja Perangkat Daerah,0,2.23.01.1.01,Dinas Perpustakaan dan Kearsipan,1040
3.25.01.1.01.01,Penyusunan Dokumen Perencanaan Perangkat Daerah,692592058,3.25.01.1.01,Dinas Kelautan dan Perikanan,1018
3.25.01.1.01.07,Evaluasi Kinerja Perangkat Daerah,258979400,3.25.01.1.01,Dinas Kelautan dan Perikanan,1018
3.26.01.1.01.01,Penyusunan Dokumen Perencanaan Perangkat Daerah,451773000,3.26.01.1.01,Dinas Pariwisata dan Kebudayaan,1009
3.27.01.1.01.01,Penyusunan Dokumen Perencanaan Perangkat Daerah,1199652835,3.27.01.1.01,Dinas Tanaman Pangan dan Hortikultura,1016
3.27.01.1.01.02,Koordinasi dan Penyusunan Dokumen RKA-SKPD,15000000,3.27.01.1.01,Dinas Tanaman Pangan dan Hortikultura,1016
3.27.01.1.01.03,Koordinasi dan Penyusunan Dokumen Perubahan RKA-SKPD,15000000,3.27.01.1.01,Dinas Tanaman Pangan dan Hortikultura,1016
3.27.01.1.01.04,Koordinasi dan Penyusunan DPA-SKPD,15000000,3.27.01.1.01,Dinas Tanaman Pangan dan Hortikultura,1016
3.27.01.1.01.05,Koordinasi dan Penyusunan Perubahan DPA-SKPD,15000000,3.27.01.1.01,Dinas Tanaman Pangan dan Hortikultura,1016
3.27.01.1.01.06,Koordinasi dan Penyusunan Laporan Capaian Kinerja dan Ikhtisar Realisasi Kinerja SKPD,121850000,3.27.01.1.01,Dinas Tanaman Pangan dan Hortikultura,1016
3.27.01.1.01.07,Evaluasi Kinerja Perangkat Daerah,84628300,3.27.01.1.01,Dinas Tanaman Pangan dan Hortikultura,1016
3.27.01.1.01.01,Penyusunan Dokumen Perencanaan Perangkat Daerah,799000000,3.27.01.1.01,Dinas Perkebunan,1020
3.27.01.1.01.06,Koordinasi dan Penyusunan Laporan Capaian Kinerja dan Ikhtisar Realisasi Kinerja SKPD,514176000,3.27.01.1.01,Dinas Perkebunan,1020
3.27.01.1.01.07,Evaluasi Kinerja Perangkat Daerah,254365408,3.27.01.1.01,Dinas Perkebunan,1020
3.28.01.1.01.01,Penyusunan Dokumen Perencanaan Perangkat Daerah,274130000,3.28.01.1.01,Dinas Kehutanan,1019
3.28.01.1.01.07,Evaluasi Kinerja Perangkat Daerah,325000000,3.28.01.1.01,Dinas Kehutanan,1019
3.29.01.1.01.01,Penyusunan Dokumen Perencanaan Perangkat Daerah,300000000,3.29.01.1.01,Dinas Energi dan Sumber Daya Mineral,1013
3.29.01.1.01.07,Evaluasi Kinerja Perangkat Daerah,165020298,3.29.01.1.01,Dinas Energi dan Sumber Daya Mineral,1013
3.31.01.1.01.01,Penyusunan Dokumen Perencanaan Perangkat Daerah,673869800,3.31.01.1.01,Dinas Perindustrian dan Perdagangan,1015
3.31.01.1.01.07,Evaluasi Kinerja Perangkat Daerah,195334472,3.31.01.1.01,Dinas Perindustrian dan Perdagangan,1015
4.01.01.1.01.01,Penyusunan Dokumen Perencanaan Perangkat Daerah,2320220163,4.01.01.1.01,Sekretariat Daerah,1001
4.01.01.1.01.02,Koordinasi dan Penyusunan Dokumen RKA-SKPD,17954000,4.01.01.1.01,Sekretariat Daerah,1001
4.01.01.1.01.03,Koordinasi dan Penyusunan Dokumen Perubahan RKA-SKPD,17954000,4.01.01.1.01,Sekretariat Daerah,1001
4.01.01.1.01.04,Koordinasi dan Penyusunan DPA-SKPD,867959000,4.01.01.1.01,Sekretariat Daerah,1001
4.01.01.1.01.05,Koordinasi dan Penyusunan Perubahan DPA-SKPD,17586500,4.01.01.1.01,Sekretariat Daerah,1001
4.01.01.1.01.06,Koordinasi dan Penyusunan Laporan Capaian Kinerja dan Ikhtisar Realisasi Kinerja SKPD,803087192,4.01.01.1.01,Sekretariat Daerah,1001
4.01.01.1.01.07,Evaluasi Kinerja Perangkat Daerah,1745586878,4.01.01.1.01,Sekretariat Daerah,1001
4.02.01.1.01.01,Penyusunan Dokumen Perencanaan Perangkat Daerah,1759824340,4.02.01.1.01,Sekretariat Dewan Perwakilan Rakyat Daerah,1002
4.02.01.1.01.04,Koordinasi dan Penyusunan DPA-SKPD,1583950000,4.02.01.1.01,Sekretariat Dewan Perwakilan Rakyat Daerah,1002
4.02.01.1.01.07,Evaluasi Kinerja Perangkat Daerah,946809055,4.02.01.1.01,Sekretariat Dewan Perwakilan Rakyat Daerah,1002
5.01.01.1.01.01,Penyusunan Dokumen Perencanaan Perangkat Daerah,1020776394,5.01.01.1.01,Badan Perencanaan Pembangunan Daerah,1026
5.01.01.1.01.02,Koordinasi dan Penyusunan Dokumen RKA-SKPD,19000000,5.01.01.1.01,Badan Perencanaan Pembangunan Daerah,1026
5.01.01.1.01.03,Koordinasi dan Penyusunan Dokumen Perubahan RKA-SKPD,19000000,5.01.01.1.01,Badan Perencanaan Pembangunan Daerah,1026
5.01.01.1.01.04,Koordinasi dan Penyusunan DPA-SKPD,19000000,5.01.01.1.01,Badan Perencanaan Pembangunan Daerah,1026
5.01.01.1.01.05,Koordinasi dan Penyusunan Perubahan DPA-SKPD,19000000,5.01.01.1.01,Badan Perencanaan Pembangunan Daerah,1026
5.01.01.1.01.06,Koordinasi dan Penyusunan Laporan Capaian Kinerja dan Ikhtisar Realisasi Kinerja SKPD,147090000,5.01.01.1.01,Badan Perencanaan Pembangunan Daerah,1026
5.01.01.1.01.07,Evaluasi Kinerja Perangkat Daerah,290246000,5.01.01.1.01,Badan Perencanaan Pembangunan Daerah,1026
5.02.01.1.01.01,Penyusunan Dokumen Perencanaan Perangkat Daerah,359500000,5.02.01.1.01,Badan Pengelolaan Keuangan dan Aset Daerah,1024
5.02.01.1.01.07,Evaluasi Kinerja Perangkat Daerah,170863363,5.02.01.1.01,Badan Pengelolaan Keuangan dan Aset Daerah,1024
5.02.01.1.01.01,Penyusunan Dokumen Perencanaan Perangkat Daerah,682566040,5.02.01.1.01,Badan Pendapatan Daerah,1005
5.02.01.1.01.07,Evaluasi Kinerja Perangkat Daerah,598945290,5.02.01.1.01,Badan Pendapatan Daerah,1005
5.03.01.1.01.01,Penyusunan Dokumen Perencanaan Perangkat Daerah,174540000,5.03.01.1.01,Badan Kepegawaian Daerah,1030
5.03.01.1.01.07,Evaluasi Kinerja Perangkat Daerah,147662500,5.03.01.1.01,Badan Kepegawaian Daerah,1030
5.05.01.1.01.01,Penyusunan Dokumen Perencanaan Perangkat Daerah,50000000,5.05.01.1.01,Badan Penelitian dan Pengembangan Daerah,1045
5.05.01.1.01.07,Evaluasi Kinerja Perangkat Daerah,25000000,5.05.01.1.01,Badan Penelitian dan Pengembangan Daerah,1045
6.01.01.1.01.01,Penyusunan Dokumen Perencanaan Perangkat Daerah,48500000,6.01.01.1.01,Inspektorat,1025
6.01.01.1.01.02,Koordinasi dan Penyusunan Dokumen RKA-SKPD,129840000,6.01.01.1.01,Inspektorat,1025
6.01.01.1.01.06,Koordinasi dan Penyusunan Laporan Capaian Kinerja dan Ikhtisar Realisasi Kinerja SKPD,97760000,6.01.01.1.01,Inspektorat,1025
6.01.01.1.01.07,Evaluasi Kinerja Perangkat Daerah,51622250,6.01.01.1.01,Inspektorat,1025
8.01.01.1.01.01,Penyusunan Dokumen Perencanaan Perangkat Daerah,219300000,8.01.01.1.01,Badan Kesatuan Bangsa dan Politik,1035
8.01.01.1.01.06,Koordinasi dan Penyusunan Laporan Capaian Kinerja dan Ikhtisar Realisasi Kinerja SKPD,2120595500,8.01.01.1.01,Badan Kesatuan Bangsa dan Politik,1035
1.01.01.1.02.01,Penyediaan Gaji dan Tunjangan ASN,3803361917634,1.01.01.1.02,Dinas Pendidikan,1003
1.01.01.1.02.02,Penyediaan Administrasi Pelaksanaan Tugas ASN,381600107944,1.01.01.1.02,Dinas Pendidikan,1003
1.01.01.1.02.03,Pelaksanaan Penatausahaan dan Pengujian/Verifikasi Keuangan SKPD,856580000,1.01.01.1.02,Dinas Pendidikan,1003
1.01.01.1.02.04,Koordinasi dan Pelaksanaan Akuntansi SKPD,385489652,1.01.01.1.02,Dinas Pendidikan,1003
1.01.01.1.02.05,Koordinasi dan Penyusunan Laporan Keuangan Akhir Tahun SKPD,463230000,1.01.01.1.02,Dinas Pendidikan,1003
1.01.01.1.02.06,Pengelolaan dan Penyiapan Bahan Tanggapan Pemeriksaan,80000000,1.01.01.1.02,Dinas Pendidikan,1003
1.01.01.1.02.07,Koordinasi dan Penyusunan Laporan Keuangan Bulanan/Triwulanan/Semesteran SKPD,1750940000,1.01.01.1.02,Dinas Pendidikan,1003
1.01.01.1.02.08,Penyusunan Pelaporan dan Analisis Prognosis Realisasi Anggaran,71500000,1.01.01.1.02,Dinas Pendidikan,1003
1.02.01.1.02.01,Penyediaan Gaji dan Tunjangan ASN,530466806382,1.02.01.1.02,Dinas Kesehatan,1004
1.02.01.1.02.04,Koordinasi dan Pelaksanaan Akuntansi SKPD,211944000,1.02.01.1.02,Dinas Kesehatan,1004
1.02.01.1.02.05,Koordinasi dan Penyusunan Laporan Keuangan Akhir Tahun SKPD,57152000,1.02.01.1.02,Dinas Kesehatan,1004
1.02.01.1.02.07,Koordinasi dan Penyusunan Laporan Keuangan Bulanan/Triwulanan/Semesteran SKPD,19500000,1.02.01.1.02,Dinas Kesehatan,1004
1.03.01.1.02.01,Penyediaan Gaji dan Tunjangan ASN,102571450665,1.03.01.1.02,Dinas Bina Marga dan Penataan Ruang,1010
1.03.01.1.02.03,Pelaksanaan Penatausahaan dan Pengujian/Verifikasi Keuangan SKPD,19010000,1.03.01.1.02,Dinas Bina Marga dan Penataan Ruang,1010
1.03.01.1.02.04,Koordinasi dan Pelaksanaan Akuntansi SKPD,12850000,1.03.01.1.02,Dinas Bina Marga dan Penataan Ruang,1010
1.03.01.1.02.05,Koordinasi dan Penyusunan Laporan Keuangan Akhir Tahun SKPD,11370000,1.03.01.1.02,Dinas Bina Marga dan Penataan Ruang,1010
1.03.01.1.02.08,Penyusunan Pelaporan dan Analisis Prognosis Realisasi Anggaran,7930000,1.03.01.1.02,Dinas Bina Marga dan Penataan Ruang,1010
1.03.01.1.02.01,Penyediaan Gaji dan Tunjangan ASN,52467375614,1.03.01.1.02,Dinas Sumber Daya Air,1011
1.03.01.1.02.05,Koordinasi dan Penyusunan Laporan Keuangan Akhir Tahun SKPD,100000000,1.03.01.1.02,Dinas Sumber Daya Air,1011
1.03.01.1.02.06,Pengelolaan dan Penyiapan Bahan Tanggapan Pemeriksaan,100000000,1.03.01.1.02,Dinas Sumber Daya Air,1011
1.03.01.1.02.07,Koordinasi dan Penyusunan Laporan Keuangan Bulanan/Triwulanan/Semesteran SKPD,288130000,1.03.01.1.02,Dinas Sumber Daya Air,1011
1.04.01.1.02.01,Penyediaan Gaji dan Tunjangan ASN,31277979284,1.04.01.1.02,Dinas Perumahan dan Permukiman,1012
